id,RevisionId,AllocationId,TradeTypeName,SecurityId,SecurityType,Name,Ticker,CUSIP,ISIN,TradeDate,SettleDate,Quantity,Price,TradeFXRate,Principal,Interest,TotalCash,AllocationQTY,AllocationPrincipal,AllocationInterest,AllocationFees,AllocationCash,PortfolioName,CustodianName,StrategyName,Strategy1Name,Strategy2Name,Counterparty,AllocationRule,IsCustomAllocation,Year
154,1,ALLOC00153,Cover,SECID0003,Property Direct,Riverside Logistics Park,TKR003,CUSIP00003,ISIN000003,2025-08-28,2025-08-30,10543.08,338.13,0.9519,3564931.64,415.27,3565323.88,10543.08,3564931.64,415.27,23.03,3565323.88,Beacon Property Trust,State Street,Value Add,Core,Mixed Use,Barclays,Equal Weight,True,2025
155,1,ALLOC00154,Sell,SECID0004,Property Direct,Cedar Heights Residences,TKR004,CUSIP00004,ISIN000004,2025-07-12,2025-07-15,11449.31,413.28,1.0122,4731770.84,446.89,4732174.01,11449.31,4731770.84,446.89,43.72,4732174.01,Alpha Real Estate Fund,State Street,Core,Opportunistic,Mixed Use,JPMorgan,Pro-Rata,False,2025
156,1,ALLOC00155,Buy,SECID0005,REIT Equity,Union Square Offices,TKR005,CUSIP00005,ISIN000005,2024-09-24,2024-09-25,19765.95,472.23,1.0715,9334074.57,317.15,9334262.13,19765.95,9334074.57,317.15,129.59,9334262.13,Beacon Property Trust,BNY Mellon,Opportunistic,Core,Commercial,JPMorgan,Pro-Rata,True,2024
157,1,ALLOC00156,Cover,SECID0006,Mortgage Bond,Granite Business Center,TKR006,CUSIP00006,ISIN000006,2025-10-01,2025-10-03,16294.21,17.93,1.0793,292155.19,251.04,292232.02,16294.21,292155.19,251.04,174.21,292232.02,Delta Urban Holdings,BNY Mellon,Value Add,Core,Industrial,Goldman Sachs,Pro-Rata,False,2025
158,1,ALLOC00157,Cover,SECID0007,Property Direct,Harbor Plaza,TKR007,CUSIP00007,ISIN000007,2024-06-06,2024-06-09,11938.35,275.95,0.9763,3294387.68,422.55,3294670.96,11938.35,3294387.68,422.55,139.27,3294670.96,Alpha Real Estate Fund,State Street,Core Plus,Core Plus,Mixed Use,Goldman Sachs,Custom,True,2024
159,1,ALLOC00158,Cover,SECID0008,REIT Equity,Union Square Offices,TKR008,CUSIP00008,ISIN000008,2025-08-17,2025-08-20,16136.83,337.18,1.0703,5441016.34,105.94,5440965.79,16136.83,5441016.34,105.94,156.49,5440965.79,Delta Urban Holdings,State Street,Value Add,Core,Mixed Use,Barclays,Pro-Rata,False,2025
160,1,ALLOC00159,Sell,SECID0009,REIT Equity,Granite Business Center,TKR009,CUSIP00009,ISIN000009,2023-09-10,2023-09-12,17604.18,139.6,1.0677,2457543.53,397.57,2457855.23,17604.18,2457543.53,397.57,85.87,2457855.23,Alpha Real Estate Fund,State Street,Core Plus,Opportunistic,Industrial,Citi,Equal Weight,False,2023
161,1,ALLOC00160,Cover,SECID0010,Real Estate Debt,Granite Business Center,TKR010,CUSIP00010,ISIN000010,2024-03-19,2024-03-21,4912.44,487.01,0.9385,2392407.4,322.22,2392563.05,4912.44,2392407.4,322.22,166.57,2392563.05,Beacon Property Trust,BNY Mellon,Value Add,Opportunistic,Mixed Use,Morgan Stanley,Pro-Rata,True,2024
162,1,ALLOC00161,Short,SECID0011,Real Estate Debt,Harbor Plaza,TKR011,CUSIP00011,ISIN000011,2025-02-21,2025-02-24,15707.2,423.09,1.0255,6645559.25,130.12,6645576.55,15707.2,6645559.25,130.12,112.82,6645576.55,Alpha Real Estate Fund,State Street,Core,Core Plus,Commercial,Goldman Sachs,Equal Weight,True,2025
163,1,ALLOC00162,Sell,SECID0012,Property Direct,Union Square Offices,TKR012,CUSIP00012,ISIN000012,2025-07-01,2025-07-04,14709.97,491.87,1.0269,7235392.94,388.79,7235740.35,14709.97,7235392.94,388.79,41.38,7235740.35,Evergreen REIT Fund,State Street,Core,Value Add,Residential,JPMorgan,Pro-Rata,True,2025
164,1,ALLOC00163,Short,SECID0013,Real Estate Debt,Harbor Plaza,TKR013,CUSIP00013,ISIN000013,2025-01-21,2025-01-24,17352.09,64.36,1.0854,1116780.51,61.34,1116809.19,17352.09,1116780.51,61.34,32.66,1116809.19,Alpha Real Estate Fund,BNY Mellon,Value Add,Opportunistic,Mixed Use,Goldman Sachs,Custom,True,2025
165,1,ALLOC00164,Sell,SECID0014,Real Estate Debt,Riverside Logistics Park,TKR014,CUSIP00014,ISIN000014,2024-02-16,2024-02-19,1618.62,346.79,0.9751,561321.23,156.79,561295.9,1618.62,561321.23,156.79,182.12,561295.9,Alpha Real Estate Fund,State Street,Core Plus,Core Plus,Industrial,JPMorgan,Custom,True,2024
166,1,ALLOC00165,Sell,SECID0015,Real Estate Debt,Cedar Heights Residences,TKR015,CUSIP00015,ISIN000015,2023-09-24,2023-09-26,18539.01,104.49,0.9059,1937141.15,11.52,1937047.88,18539.01,1937141.15,11.52,104.79,1937047.88,Alpha Real Estate Fund,State Street,Core Plus,Value Add,Commercial,Morgan Stanley,Pro-Rata,True,2023
167,1,ALLOC00166,Cover,SECID0016,Mortgage Bond,Granite Business Center,TKR016,CUSIP00016,ISIN000016,2024-05-16,2024-05-17,19069.26,180.79,1.0103,3447531.52,147.16,3447528.37,19069.26,3447531.52,147.16,150.31,3447528.37,Beacon Property Trust,BNY Mellon,Opportunistic,Opportunistic,Industrial,Barclays,Pro-Rata,False,2024
168,1,ALLOC00167,Buy,SECID0017,Mortgage Bond,Granite Business Center,TKR017,CUSIP00017,ISIN000017,2023-04-24,2023-04-26,8726.09,228.62,1.0193,1994958.7,135.84,1995027.38,8726.09,1994958.7,135.84,67.16,1995027.38,Beacon Property Trust,Northern Trust,Value Add,Value Add,Residential,Barclays,Pro-Rata,True,2023
169,1,ALLOC00168,Buy,SECID0018,REIT Equity,Maple Grove Apartments,TKR018,CUSIP00018,ISIN000018,2025-05-19,2025-05-21,5940.12,415.08,1.029,2465625.01,482.57,2466033.89,5940.12,2465625.01,482.57,73.69,2466033.89,Cedar Income Partners,BNY Mellon,Opportunistic,Value Add,Commercial,Goldman Sachs,Pro-Rata,False,2025
170,1,ALLOC00169,Short,SECID0019,Real Estate Debt,Harbor Plaza,TKR019,CUSIP00019,ISIN000019,2024-03-25,2024-03-27,2533.84,166.11,0.9022,420896.16,164.43,420964.84,2533.84,420896.16,164.43,95.75,420964.84,Delta Urban Holdings,BNY Mellon,Opportunistic,Opportunistic,Residential,Citi,Custom,True,2024
171,1,ALLOC00170,Cover,SECID0020,REIT Equity,Riverside Logistics Park,TKR020,CUSIP00020,ISIN000020,2025-11-14,2025-11-17,15148.4,165.71,0.964,2510241.36,98.56,2510178.39,15148.4,2510241.36,98.56,161.53,2510178.39,Delta Urban Holdings,State Street,Core Plus,Core,Commercial,Citi,Custom,False,2025
172,1,ALLOC00171,Sell,SECID0021,Mortgage Bond,Skyline Tower,TKR021,CUSIP00021,ISIN000021,2023-10-01,2023-10-03,454.94,393.82,1.0152,179164.47,2.32,179071.74,454.94,179164.47,2.32,95.05,179071.74,Evergreen REIT Fund,Northern Trust,Core Plus,Value Add,Residential,Goldman Sachs,Custom,True,2023
173,1,ALLOC00172,Buy,SECID0022,Mortgage Bond,Riverside Logistics Park,TKR022,CUSIP00022,ISIN000022,2024-12-10,2024-12-12,6412.07,179.45,0.916,1150645.96,387.31,1150931.98,6412.07,1150645.96,387.31,101.29,1150931.98,Delta Urban Holdings,BNY Mellon,Core Plus,Value Add,Residential,Goldman Sachs,Pro-Rata,True,2024
174,1,ALLOC00173,Short,SECID0023,REIT Equity,Skyline Tower,TKR023,CUSIP00023,ISIN000023,2023-03-04,2023-03-06,17241.64,364.88,0.9453,6291129.6,44.01,6291027.41,17241.64,6291129.6,44.01,146.2,6291027.41,Cedar Income Partners,State Street,Core Plus,Core Plus,Industrial,Goldman Sachs,Custom,False,2023
175,1,ALLOC00174,Sell,SECID0024,Mortgage Bond,Lakeside Retail Center,TKR024,CUSIP00024,ISIN000024,2025-10-26,2025-10-28,5471.25,93.47,0.9276,511397.74,230.35,511598.46,5471.25,511397.74,230.35,29.63,511598.46,Alpha Real Estate Fund,Northern Trust,Opportunistic,Core,Mixed Use,JPMorgan,Custom,False,2025
176,1,ALLOC00175,Sell,SECID0025,REIT Equity,Harbor Plaza,TKR025,CUSIP00025,ISIN000025,2023-02-09,2023-02-11,14256.49,182.97,1.0671,2608509.98,121.19,2608499.98,14256.49,2608509.98,121.19,131.19,2608499.98,Delta Urban Holdings,State Street,Opportunistic,Core Plus,Commercial,Barclays,Custom,True,2023
177,1,ALLOC00176,Cover,SECID0026,Real Estate Debt,Harbor Plaza,TKR026,CUSIP00026,ISIN000026,2024-02-11,2024-02-12,16298.51,383.19,1.0028,6245426.05,156.68,6245393.58,16298.51,6245426.05,156.68,189.15,6245393.58,Beacon Property Trust,State Street,Value Add,Core,Mixed Use,Citi,Equal Weight,True,2024
178,1,ALLOC00177,Cover,SECID0027,REIT Equity,Harbor Plaza,TKR027,CUSIP00027,ISIN000027,2024-04-03,2024-04-05,8519.57,346.27,1.0903,2950071.5,288.62,2950335.22,8519.57,2950071.5,288.62,24.9,2950335.22,Beacon Property Trust,State Street,Core,Opportunistic,Industrial,Goldman Sachs,Custom,False,2024
179,1,ALLOC00178,Buy,SECID0028,Mortgage Bond,Riverside Logistics Park,TKR028,CUSIP00028,ISIN000028,2024-05-04,2024-05-07,1772.93,221.42,0.9301,392562.16,251.1,392709.21,1772.93,392562.16,251.1,104.05,392709.21,Cedar Income Partners,State Street,Core Plus,Core,Mixed Use,Morgan Stanley,Custom,True,2024
180,1,ALLOC00179,Buy,SECID0029,Real Estate Debt,Harbor Plaza,TKR029,CUSIP00029,ISIN000029,2024-03-20,2024-03-22,10638.3,251.87,0.9867,2679468.62,340.58,2679678.16,10638.3,2679468.62,340.58,131.04,2679678.16,Alpha Real Estate Fund,State Street,Value Add,Opportunistic,Residential,Citi,Pro-Rata,False,2024
181,1,ALLOC00180,Cover,SECID0030,Real Estate Debt,Maple Grove Apartments,TKR030,CUSIP00030,ISIN000030,2023-10-23,2023-10-26,8150.73,202.51,0.944,1650604.33,412.03,1650876.48,8150.73,1650604.33,412.03,139.88,1650876.48,Beacon Property Trust,BNY Mellon,Value Add,Value Add,Residential,Goldman Sachs,Pro-Rata,False,2023
182,1,ALLOC00181,Sell,SECID0031,REIT Equity,Lakeside Retail Center,TKR031,CUSIP00031,ISIN000031,2025-05-28,2025-05-31,4848.53,164.41,0.9139,797146.82,93.67,797060.02,4848.53,797146.82,93.67,180.47,797060.02,Delta Urban Holdings,BNY Mellon,Core Plus,Opportunistic,Industrial,Goldman Sachs,Pro-Rata,True,2025
183,1,ALLOC00182,Short,SECID0032,Real Estate Debt,Maple Grove Apartments,TKR032,CUSIP00032,ISIN000032,2025-06-16,2025-06-19,120.03,437.88,0.9945,52558.74,22.59,52572.94,120.03,52558.74,22.59,8.39,52572.94,Beacon Property Trust,State Street,Core Plus,Value Add,Industrial,Barclays,Custom,False,2025
184,1,ALLOC00183,Cover,SECID0033,REIT Equity,Riverside Logistics Park,TKR033,CUSIP00033,ISIN000033,2025-05-22,2025-05-24,5145.38,234.79,1.0655,1208083.77,150.57,1208164.26,5145.38,1208083.77,150.57,70.08,1208164.26,Evergreen REIT Fund,Northern Trust,Core Plus,Opportunistic,Mixed Use,Morgan Stanley,Equal Weight,True,2025
185,1,ALLOC00184,Cover,SECID0034,REIT Equity,Riverside Logistics Park,TKR034,CUSIP00034,ISIN000034,2024-08-01,2024-08-02,11593.93,350.94,0.9861,4068773.79,103.15,4068854.53,11593.93,4068773.79,103.15,22.41,4068854.53,Evergreen REIT Fund,BNY Mellon,Opportunistic,Value Add,Industrial,JPMorgan,Custom,False,2024
186,1,ALLOC00185,Short,SECID0035,Property Direct,Harbor Plaza,TKR035,CUSIP00035,ISIN000035,2024-05-07,2024-05-08,11632.38,353.9,1.0668,4116699.28,61.48,4116600.67,11632.38,4116699.28,61.48,160.09,4116600.67,Alpha Real Estate Fund,BNY Mellon,Opportunistic,Core,Commercial,Citi,Custom,True,2024
187,1,ALLOC00186,Buy,SECID0036,Mortgage Bond,Riverside Logistics Park,TKR036,CUSIP00036,ISIN000036,2024-08-10,2024-08-11,16015.72,17.64,0.9082,282517.3,141.51,282538.16,16015.72,282517.3,141.51,120.65,282538.16,Alpha Real Estate Fund,BNY Mellon,Value Add,Core Plus,Residential,JPMorgan,Pro-Rata,False,2024
188,1,ALLOC00187,Buy,SECID0037,Property Direct,Union Square Offices,TKR037,CUSIP00037,ISIN000037,2024-09-22,2024-09-25,3185.24,52.14,0.9541,166078.41,497.96,166533.01,3185.24,166078.41,497.96,43.36,166533.01,Alpha Real Estate Fund,BNY Mellon,Value Add,Opportunistic,Mixed Use,Barclays,Custom,True,2024
189,1,ALLOC00188,Sell,SECID0038,Property Direct,Maple Grove Apartments,TKR038,CUSIP00038,ISIN000038,2024-05-20,2024-05-22,3548.71,223.55,1.0752,793314.12,402.19,793684.17,3548.71,793314.12,402.19,32.14,793684.17,Delta Urban Holdings,Northern Trust,Opportunistic,Value Add,Industrial,Goldman Sachs,Custom,False,2024
190,1,ALLOC00189,Short,SECID0039,Mortgage Bond,Cedar Heights Residences,TKR039,CUSIP00039,ISIN000039,2025-03-13,2025-03-15,2011.24,268.02,1.0388,539052.54,251.91,539165.84,2011.24,539052.54,251.91,138.61,539165.84,Delta Urban Holdings,BNY Mellon,Core,Core,Mixed Use,Goldman Sachs,Equal Weight,True,2025
191,1,ALLOC00190,Short,SECID0040,REIT Equity,Granite Business Center,TKR040,CUSIP00040,ISIN000040,2024-02-25,2024-02-26,12342.65,158.17,0.9485,1952236.95,256.1,1952463.23,12342.65,1952236.95,256.1,29.82,1952463.23,Beacon Property Trust,BNY Mellon,Core Plus,Core,Mixed Use,Goldman Sachs,Pro-Rata,True,2024
192,1,ALLOC00191,Buy,SECID0041,REIT Equity,Union Square Offices,TKR041,CUSIP00041,ISIN000041,2024-11-04,2024-11-06,11927.36,412.75,1.0131,4923017.84,345.3,4923189.6,11927.36,4923017.84,345.3,173.54,4923189.6,Evergreen REIT Fund,State Street,Core,Opportunistic,Commercial,Morgan Stanley,Custom,False,2024
193,1,ALLOC00192,Buy,SECID0042,Real Estate Debt,Union Square Offices,TKR042,CUSIP00042,ISIN000042,2025-01-26,2025-01-28,12510.91,108.34,0.9134,1355431.99,76.51,1355331.92,12510.91,1355431.99,76.51,176.58,1355331.92,Alpha Real Estate Fund,BNY Mellon,Core Plus,Core,Mixed Use,Goldman Sachs,Pro-Rata,False,2025
194,1,ALLOC00193,Buy,SECID0043,Mortgage Bond,Maple Grove Apartments,TKR043,CUSIP00043,ISIN000043,2024-08-06,2024-08-07,16850.24,277.89,1.0643,4682513.19,340.66,4682681.28,16850.24,4682513.19,340.66,172.57,4682681.28,Alpha Real Estate Fund,State Street,Opportunistic,Opportunistic,Commercial,Citi,Equal Weight,True,2024
195,1,ALLOC00194,Buy,SECID0044,Mortgage Bond,Granite Business Center,TKR044,CUSIP00044,ISIN000044,2024-08-10,2024-08-12,13383.96,479.95,0.9986,6423631.6,333.85,6423884.17,13383.96,6423631.6,333.85,81.28,6423884.17,Delta Urban Holdings,State Street,Core Plus,Value Add,Mixed Use,Goldman Sachs,Equal Weight,False,2024
196,1,ALLOC00195,Sell,SECID0045,Mortgage Bond,Lakeside Retail Center,TKR045,CUSIP00045,ISIN000045,2023-10-10,2023-10-11,12937.67,447.68,1.024,5791936.11,21.32,5791775.55,12937.67,5791936.11,21.32,181.88,5791775.55,Cedar Income Partners,State Street,Opportunistic,Value Add,Commercial,JPMorgan,Equal Weight,False,2023
197,1,ALLOC00196,Sell,SECID0046,Property Direct,Riverside Logistics Park,TKR046,CUSIP00046,ISIN000046,2025-02-06,2025-02-09,3112.91,331.41,1.0126,1031649.5,229.74,1031706.8,3112.91,1031649.5,229.74,172.44,1031706.8,Delta Urban Holdings,State Street,Core,Core,Mixed Use,Citi,Equal Weight,True,2025
198,1,ALLOC00197,Cover,SECID0047,REIT Equity,Skyline Tower,TKR047,CUSIP00047,ISIN000047,2025-12-17,2025-12-20,10556.13,73.42,0.9648,775031.06,477.6,775435.78,10556.13,775031.06,477.6,72.88,775435.78,Alpha Real Estate Fund,Northern Trust,Opportunistic,Opportunistic,Residential,Goldman Sachs,Custom,False,2025
199,1,ALLOC00198,Cover,SECID0048,REIT Equity,Skyline Tower,TKR048,CUSIP00048,ISIN000048,2024-04-25,2024-04-28,15932.54,61.66,1.0762,982400.42,364.08,982684.6,15932.54,982400.42,364.08,79.9,982684.6,Evergreen REIT Fund,BNY Mellon,Core Plus,Core Plus,Residential,Barclays,Custom,True,2024
200,1,ALLOC00199,Cover,SECID0049,Mortgage Bond,Riverside Logistics Park,TKR049,CUSIP00049,ISIN000049,2023-06-04,2023-06-07,9045.24,75.28,1.0275,680925.67,278.23,681160.74,9045.24,680925.67,278.23,43.16,681160.74,Beacon Property Trust,State Street,Opportunistic,Core,Commercial,Goldman Sachs,Equal Weight,True,2023
201,1,ALLOC00200,Buy,SECID0000,Property Direct,Maple Grove Apartments,TKR000,CUSIP00000,ISIN000000,2025-11-04,2025-11-05,761.46,78.88,0.901,60063.96,387.19,60335.33,761.46,60063.96,387.19,115.82,60335.33,Evergreen REIT Fund,BNY Mellon,Opportunistic,Opportunistic,Mixed Use,Citi,Custom,False,2025
202,1,ALLOC00201,Sell,SECID0001,Property Direct,Harbor Plaza,TKR001,CUSIP00001,ISIN000001,2025-09-28,2025-09-29,16051.76,225.05,1.0251,3612448.59,436.99,3612769.6,16051.76,3612448.59,436.99,115.98,3612769.6,Alpha Real Estate Fund,BNY Mellon,Opportunistic,Core Plus,Industrial,Goldman Sachs,Pro-Rata,False,2025
203,1,ALLOC00202,Short,SECID0002,Mortgage Bond,Skyline Tower,TKR002,CUSIP00002,ISIN000002,2024-07-23,2024-07-25,1452.26,437.02,1.0936,634666.67,37.39,634586.87,1452.26,634666.67,37.39,117.19,634586.87,Evergreen REIT Fund,Northern Trust,Core Plus,Core,Industrial,Goldman Sachs,Pro-Rata,False,2024
204,1,ALLOC00203,Buy,SECID0003,Real Estate Debt,Lakeside Retail Center,TKR003,CUSIP00003,ISIN000003,2024-05-07,2024-05-09,17771.76,39.1,0.9408,694875.82,408.38,695214.93,17771.76,694875.82,408.38,69.27,695214.93,Alpha Real Estate Fund,Northern Trust,Core Plus,Value Add,Residential,Barclays,Equal Weight,True,2024
205,1,ALLOC00204,Cover,SECID0004,Property Direct,Union Square Offices,TKR004,CUSIP00004,ISIN000004,2025-08-05,2025-08-07,14494.26,60.99,0.9993,884004.92,112.62,884044.24,14494.26,884004.92,112.62,73.3,884044.24,Alpha Real Estate Fund,State Street,Core Plus,Opportunistic,Mixed Use,Goldman Sachs,Equal Weight,False,2025
206,1,ALLOC00205,Short,SECID0005,Property Direct,Union Square Offices,TKR005,CUSIP00005,ISIN000005,2023-07-25,2023-07-27,13939.27,220.56,0.9854,3074445.39,68.89,3074423.88,13939.27,3074445.39,68.89,90.4,3074423.88,Cedar Income Partners,BNY Mellon,Core Plus,Opportunistic,Commercial,Goldman Sachs,Equal Weight,True,2023
207,1,ALLOC00206,Buy,SECID0006,REIT Equity,Maple Grove Apartments,TKR006,CUSIP00006,ISIN000006,2023-07-24,2023-07-27,11404.17,495.56,0.903,5651450.49,359.91,5651646.94,11404.17,5651450.49,359.91,163.46,5651646.94,Delta Urban Holdings,State Street,Value Add,Core Plus,Industrial,JPMorgan,Equal Weight,True,2023
208,1,ALLOC00207,Cover,SECID0007,Property Direct,Union Square Offices,TKR007,CUSIP00007,ISIN000007,2024-03-20,2024-03-22,9626.16,69.96,0.9154,673446.15,125.1,673460.24,9626.16,673446.15,125.1,111.01,673460.24,Delta Urban Holdings,Northern Trust,Value Add,Value Add,Industrial,Morgan Stanley,Equal Weight,False,2024
209,1,ALLOC00208,Buy,SECID0008,Real Estate Debt,Maple Grove Apartments,TKR008,CUSIP00008,ISIN000008,2024-12-18,2024-12-21,2177.13,179.85,0.9822,391556.83,475.28,391932.3,2177.13,391556.83,475.28,99.81,391932.3,Evergreen REIT Fund,State Street,Value Add,Opportunistic,Residential,JPMorgan,Equal Weight,True,2024
210,1,ALLOC00209,Short,SECID0009,Mortgage Bond,Riverside Logistics Park,TKR009,CUSIP00009,ISIN000009,2023-04-23,2023-04-25,13033.17,232.34,0.9228,3028126.72,249.45,3028364.59,13033.17,3028126.72,249.45,11.58,3028364.59,Alpha Real Estate Fund,State Street,Value Add,Core,Mixed Use,Goldman Sachs,Custom,False,2023
211,1,ALLOC00210,Short,SECID0010,REIT Equity,Cedar Heights Residences,TKR010,CUSIP00010,ISIN000010,2024-01-08,2024-01-09,7648.61,333.36,1.0065,2549740.63,330.2,2550059.73,7648.61,2549740.63,330.2,11.1,2550059.73,Cedar Income Partners,Northern Trust,Opportunistic,Core Plus,Industrial,Citi,Custom,False,2024
212,1,ALLOC00211,Cover,SECID0011,Mortgage Bond,Riverside Logistics Park,TKR011,CUSIP00011,ISIN000011,2025-12-25,2025-12-26,16167.19,281.11,1.0905,4544758.78,466.24,4545163.97,16167.19,4544758.78,466.24,61.05,4545163.97,Beacon Property Trust,BNY Mellon,Core,Opportunistic,Commercial,Goldman Sachs,Custom,False,2025
213,1,ALLOC00212,Short,SECID0012,REIT Equity,Harbor Plaza,TKR012,CUSIP00012,ISIN000012,2023-04-25,2023-04-28,5986.92,289.83,0.9077,1735189.02,137.13,1735268.74,5986.92,1735189.02,137.13,57.41,1735268.74,Cedar Income Partners,Northern Trust,Value Add,Value Add,Commercial,Barclays,Custom,True,2023
214,1,ALLOC00213,Buy,SECID0013,Property Direct,Cedar Heights Residences,TKR013,CUSIP00013,ISIN000013,2024-01-15,2024-01-16,19321.12,245.3,1.0689,4739470.74,108.92,4739563.24,19321.12,4739470.74,108.92,16.42,4739563.24,Alpha Real Estate Fund,BNY Mellon,Opportunistic,Value Add,Industrial,JPMorgan,Custom,True,2024
215,1,ALLOC00214,Cover,SECID0014,Property Direct,Skyline Tower,TKR014,CUSIP00014,ISIN000014,2023-11-06,2023-11-07,17437.66,331.43,0.9465,5779363.65,327.3,5779650.02,17437.66,5779363.65,327.3,40.93,5779650.02,Evergreen REIT Fund,Northern Trust,Opportunistic,Core Plus,Industrial,JPMorgan,Pro-Rata,False,2023
216,1,ALLOC00215,Sell,SECID0015,Property Direct,Cedar Heights Residences,TKR015,CUSIP00015,ISIN000015,2025-12-02,2025-12-05,4770.47,63.49,1.0014,302877.14,56.59,302913.63,4770.47,302877.14,56.59,20.1,302913.63,Delta Urban Holdings,State Street,Core,Value Add,Commercial,Goldman Sachs,Custom,False,2025
217,1,ALLOC00216,Sell,SECID0016,REIT Equity,Harbor Plaza,TKR016,CUSIP00016,ISIN000016,2024-07-21,2024-07-23,9466.63,487.02,1.0244,4610438.14,80.16,4610504.6,9466.63,4610438.14,80.16,13.7,4610504.6,Evergreen REIT Fund,State Street,Value Add,Value Add,Commercial,Barclays,Equal Weight,True,2024
218,1,ALLOC00217,Cover,SECID0017,REIT Equity,Skyline Tower,TKR017,CUSIP00017,ISIN000017,2025-12-05,2025-12-07,15275.98,328.11,1.091,5012201.8,479.31,5012482.61,15275.98,5012201.8,479.31,198.5,5012482.61,Evergreen REIT Fund,BNY Mellon,Core,Value Add,Industrial,Morgan Stanley,Equal Weight,False,2025
219,1,ALLOC00218,Cover,SECID0018,Property Direct,Harbor Plaza,TKR018,CUSIP00018,ISIN000018,2023-06-08,2023-06-10,4694.72,164.26,1.0945,771154.71,346.54,771409.47,4694.72,771154.71,346.54,91.78,771409.47,Cedar Income Partners,Northern Trust,Core Plus,Value Add,Mixed Use,Citi,Pro-Rata,False,2023
220,1,ALLOC00219,Short,SECID0019,Property Direct,Cedar Heights Residences,TKR019,CUSIP00019,ISIN000019,2024-04-19,2024-04-20,18521.77,130.02,1.0819,2408200.54,337.05,2408402.74,18521.77,2408200.54,337.05,134.85,2408402.74,Cedar Income Partners,State Street,Core Plus,Core,Mixed Use,Citi,Pro-Rata,False,2024
221,1,ALLOC00220,Buy,SECID0020,Real Estate Debt,Skyline Tower,TKR020,CUSIP00020,ISIN000020,2025-04-06,2025-04-08,408.69,69.19,0.9527,28277.26,277.29,28368.18,408.69,28277.26,277.29,186.37,28368.18,Delta Urban Holdings,State Street,Opportunistic,Core Plus,Commercial,Citi,Equal Weight,False,2025
222,1,ALLOC00221,Short,SECID0021,REIT Equity,Skyline Tower,TKR021,CUSIP00021,ISIN000021,2024-06-05,2024-06-07,13968.88,128.3,0.9587,1792207.3,168.4,1792209.88,13968.88,1792207.3,168.4,165.82,1792209.88,Alpha Real Estate Fund,Northern Trust,Value Add,Core,Mixed Use,Barclays,Equal Weight,False,2024
223,1,ALLOC00222,Sell,SECID0022,REIT Equity,Cedar Heights Residences,TKR022,CUSIP00022,ISIN000022,2024-08-23,2024-08-24,14695.52,364.62,1.0179,5358280.5,410.05,5358586.22,14695.52,5358280.5,410.05,104.33,5358586.22,Delta Urban Holdings,BNY Mellon,Value Add,Core,Commercial,Citi,Equal Weight,False,2024
224,1,ALLOC00223,Cover,SECID0023,Property Direct,Cedar Heights Residences,TKR023,CUSIP00023,ISIN000023,2023-04-10,2023-04-12,6888.23,286.42,1.0795,1972926.84,289.91,1973047.16,6888.23,1972926.84,289.91,169.59,1973047.16,Delta Urban Holdings,BNY Mellon,Opportunistic,Opportunistic,Residential,Morgan Stanley,Custom,False,2023
225,1,ALLOC00224,Sell,SECID0024,Property Direct,Riverside Logistics Park,TKR024,CUSIP00024,ISIN000024,2025-10-11,2025-10-12,7012.18,91.14,0.9576,639090.09,243.32,639284.8,7012.18,639090.09,243.32,48.61,639284.8,Evergreen REIT Fund,State Street,Opportunistic,Value Add,Commercial,Goldman Sachs,Pro-Rata,True,2025
226,1,ALLOC00225,Short,SECID0025,Mortgage Bond,Lakeside Retail Center,TKR025,CUSIP00025,ISIN000025,2023-10-02,2023-10-05,10804.53,105.62,0.9977,1141174.46,411.2,1141508.6,10804.53,1141174.46,411.2,77.06,1141508.6,Evergreen REIT Fund,State Street,Core,Value Add,Residential,Goldman Sachs,Custom,False,2023
227,1,ALLOC00226,Sell,SECID0026,REIT Equity,Cedar Heights Residences,TKR026,CUSIP00026,ISIN000026,2024-05-03,2024-05-04,19862.24,368.5,0.9233,7319235.44,176.86,7319391.88,19862.24,7319235.44,176.86,20.42,7319391.88,Beacon Property Trust,Northern Trust,Value Add,Value Add,Mixed Use,Citi,Equal Weight,True,2024
228,1,ALLOC00227,Buy,SECID0027,REIT Equity,Union Square Offices,TKR027,CUSIP00027,ISIN000027,2025-12-11,2025-12-12,8724.21,466.86,1.0588,4072984.68,158.76,4072974.36,8724.21,4072984.68,158.76,169.08,4072974.36,Beacon Property Trust,Northern Trust,Core,Opportunistic,Commercial,JPMorgan,Custom,True,2025
229,1,ALLOC00228,Sell,SECID0028,REIT Equity,Granite Business Center,TKR028,CUSIP00028,ISIN000028,2024-03-24,2024-03-26,5723.73,107.3,1.0752,614156.23,475.42,614459.5,5723.73,614156.23,475.42,172.15,614459.5,Alpha Real Estate Fund,BNY Mellon,Opportunistic,Opportunistic,Residential,Barclays,Equal Weight,False,2024
230,1,ALLOC00229,Sell,SECID0029,Property Direct,Lakeside Retail Center,TKR029,CUSIP00029,ISIN000029,2025-07-21,2025-07-24,4770.84,180.86,1.0061,862854.12,477.17,863155.1,4770.84,862854.12,477.17,176.19,863155.1,Delta Urban Holdings,Northern Trust,Core,Value Add,Mixed Use,JPMorgan,Pro-Rata,True,2025
