AsOfDate,OpenDate,CloseDate,ShortName,PortfolioName,StrategyRefShortName,Strategy1RefShortName,Strategy2RefShortName,CustodianName,DirectionName,SecurityId,SecurityTypeName,SecName,StartQty,Qty,StartPrice,Price,StartFXRate,FXRate,MV_Local,MV_Base,PL_DTD,PL_QTD,PL_MTD,PL_YTD,Year
2023-06-01,2022-02-19,2024-02-11,SEC039,Alpha Real Estate Fund,Value Add,Core,Mixed Use,BNY Mellon,Short,SECID0039,REIT Equity,Granite Business Center,10784.07,9761.17,93.71,90.59,0.9164,0.9164,884264.39,810339.89,2466.59,3696.72,-8583.58,56024.79,2023
2023-06-13,2022-05-01,2023-07-15,SEC040,Alpha Real Estate Fund,Core Plus,Value Add,Mixed Use,Northern Trust,Long,SECID0040,REIT Equity,Granite Business Center,13901.5,13804.35,120.86,115.71,0.9123,0.9123,1597301.34,1457218.01,-2878.19,2440.2,25600.85,-7684.79,2023
2025-07-18,2023-07-16,,SEC041,Alpha Real Estate Fund,Opportunistic,Core Plus,Mixed Use,State Street,Long,SECID0041,Real Estate Debt,Union Square Offices,24266.4,26118.67,243.37,214.55,1.0806,1.0806,5603760.65,6055423.76,5746.37,-14063.53,-349.88,141664.05,2025
2023-01-14,2022-09-26,,SEC042,Alpha Real Estate Fund,Core Plus,Core,Mixed Use,Northern Trust,Short,SECID0042,Property Direct,Lakeside Retail Center,22334.27,24555.5,317.34,375.62,0.9516,0.9516,9223536.91,8777117.72,-3134.84,36248.97,7077.52,-44997.34,2023
2023-12-20,2022-03-29,,SEC043,Alpha Real Estate Fund,Core Plus,Core Plus,Industrial,Northern Trust,Short,SECID0043,Mortgage Bond,Riverside Logistics Park,21560.1,21191.17,82.62,89.66,1.0517,1.0517,1900000.3,1998230.32,3162.04,19451.09,6218.1,-125617.98,2023
2024-11-16,2023-03-12,,SEC044,Alpha Real Estate Fund,Core,Value Add,Commercial,State Street,Short,SECID0044,Property Direct,Cedar Heights Residences,2835.82,2708.44,80.49,88.01,1.0387,1.0387,238369.8,247594.71,-3635.69,-4950.37,-744.33,49653.77,2024
2023-06-27,2021-03-07,,SEC045,Beacon Property Trust,Value Add,Core,Industrial,BNY Mellon,Short,SECID0045,REIT Equity,Union Square Offices,14736.99,14712.29,351.13,312.26,1.0738,1.0738,4594059.68,4933101.28,888.51,-26706.89,3801.98,48846.86,2023
2024-04-27,2023-02-06,,SEC046,Cedar Income Partners,Core,Opportunistic,Residential,State Street,Long,SECID0046,Real Estate Debt,Skyline Tower,38215.17,41021.61,412.3,435.43,0.9318,0.9318,17862039.64,16643848.54,2798.95,21615.61,8339.22,36734.41,2024
2023-01-15,2022-10-26,,SEC047,Alpha Real Estate Fund,Core Plus,Opportunistic,Industrial,BNY Mellon,Short,SECID0047,Real Estate Debt,Lakeside Retail Center,35527.06,33921.08,413.52,435.04,1.0271,1.0271,14757026.64,15156942.06,-350.83,-33219.22,4296.18,16615.01,2023
2025-09-12,2024-08-26,2026-02-01,SEC048,Evergreen REIT Fund,Opportunistic,Opportunistic,Commercial,Northern Trust,Long,SECID0048,Property Direct,Granite Business Center,37699.1,39123.0,149.68,150.37,0.9326,0.9326,5882925.51,5486416.33,1357.89,-25534.97,-10810.57,84252.23,2025
2025-01-28,2022-10-22,,SEC049,Beacon Property Trust,Value Add,Value Add,Industrial,BNY Mellon,Short,SECID0049,Property Direct,Lakeside Retail Center,34427.79,34249.43,74.83,68.79,1.0602,1.0602,2356018.29,2497850.59,-197.78,13630.01,283.18,2380.49,2025
2024-04-15,2023-05-12,,SEC000,Cedar Income Partners,Value Add,Value Add,Residential,BNY Mellon,Long,SECID0000,Property Direct,Riverside Logistics Park,41391.23,40539.83,60.13,63.41,1.0325,1.0325,2570630.62,2654176.12,4691.42,-10320.89,961.21,-36982.02,2024
2025-06-28,2024-08-19,,SEC001,Alpha Real Estate Fund,Core,Value Add,Commercial,Northern Trust,Long,SECID0001,Mortgage Bond,Riverside Logistics Park,35843.6,38656.42,156.41,142.33,1.0531,1.0531,5501968.26,5794122.77,-2172.48,-6183.44,2221.34,-38299.89,2025
2024-07-13,2023-05-13,,SEC002,Evergreen REIT Fund,Core,Value Add,Industrial,State Street,Long,SECID0002,Property Direct,Harbor Plaza,29568.16,32493.95,409.85,404.63,1.0427,1.0427,13148026.99,13709447.74,6278.78,-17892.15,-1868.72,-35178.48,2024
2024-03-24,2023-06-04,,SEC003,Beacon Property Trust,Value Add,Opportunistic,Industrial,BNY Mellon,Short,SECID0003,Property Direct,Riverside Logistics Park,28392.55,30735.64,473.99,573.45,1.0309,1.0309,17625352.76,18169976.16,7234.89,3931.1,10318.45,-118844.83,2024
2025-05-15,2024-12-16,,SEC004,Evergreen REIT Fund,Core Plus,Core,Industrial,BNY Mellon,Long,SECID0004,Real Estate Debt,Maple Grove Apartments,43453.28,44179.6,472.71,415.27,1.0779,1.0779,18346462.49,19775651.92,1335.25,17792.62,822.84,85238.43,2025
2023-06-14,2021-10-09,,SEC005,Cedar Income Partners,Opportunistic,Value Add,Residential,State Street,Short,SECID0005,Property Direct,Union Square Offices,49345.81,45824.73,432.57,398.89,0.9162,0.9162,18279026.55,16747244.13,-2586.44,28186.95,22988.98,-29027.08,2023
2023-10-25,2023-04-16,,SEC006,Delta Urban Holdings,Core,Core Plus,Residential,Northern Trust,Long,SECID0006,Property Direct,Skyline Tower,38414.89,35249.82,311.1,343.27,0.9807,0.9807,12100205.71,11866671.74,-2227.51,29067.69,15795.72,-41828.8,2023
2024-09-07,2024-07-21,,SEC007,Delta Urban Holdings,Value Add,Opportunistic,Residential,State Street,Short,SECID0007,Property Direct,Lakeside Retail Center,31707.66,30114.81,349.83,345.54,0.9258,0.9258,10405871.45,9633755.79,-2100.93,-5635.69,-13444.51,-73492.16,2024
2025-09-20,2024-03-03,,SEC008,Beacon Property Trust,Opportunistic,Core,Residential,State Street,Long,SECID0008,Real Estate Debt,Union Square Offices,44510.73,48921.5,177.94,215.41,0.9719,0.9719,10538180.31,10242057.44,-5020.7,-15355.95,-346.85,18737.18,2025
2025-01-19,2023-07-23,2025-08-04,SEC009,Evergreen REIT Fund,Core Plus,Core Plus,Residential,Northern Trust,Long,SECID0009,REIT Equity,Harbor Plaza,35844.39,37938.61,193.84,214.41,1.0542,1.0542,8134417.37,8575302.79,7752.5,-19967.08,9843.22,-17119.11,2025
2024-08-13,2024-03-10,,SEC010,Alpha Real Estate Fund,Value Add,Opportunistic,Mixed Use,State Street,Long,SECID0010,Property Direct,Harbor Plaza,24245.42,22563.4,350.64,386.45,0.9602,0.9602,8719625.93,8372584.82,-247.32,13496.39,-11227.22,30592.78,2024
2023-08-07,2021-10-23,2023-12-29,SEC011,Evergreen REIT Fund,Core,Opportunistic,Mixed Use,BNY Mellon,Long,SECID0011,REIT Equity,Skyline Tower,41743.44,45693.37,185.38,187.96,0.9321,0.9321,8588525.83,8005364.93,832.26,9849.03,2891.69,196424.01,2023
2025-02-04,2022-09-03,,SEC012,Cedar Income Partners,Opportunistic,Core,Industrial,BNY Mellon,Short,SECID0012,REIT Equity,Harbor Plaza,25211.1,27477.31,391.97,344.94,1.0447,1.0447,9478023.31,9901690.95,-3188.7,-10619.94,-6231.41,-44438.17,2025
2023-01-28,2022-03-07,,SEC013,Alpha Real Estate Fund,Opportunistic,Opportunistic,Industrial,BNY Mellon,Short,SECID0013,Property Direct,Harbor Plaza,34161.56,33655.94,66.79,79.51,1.0781,1.0781,2675983.79,2884978.12,-3186.94,23780.33,14205.04,-45659.7,2023
2024-06-06,2024-01-12,,SEC014,Beacon Property Trust,Core Plus,Opportunistic,Residential,State Street,Long,SECID0014,Mortgage Bond,Lakeside Retail Center,48153.19,45955.8,199.0,236.86,1.06,1.06,10885090.79,11538196.24,-4161.78,9428.31,-5522.23,50634.55,2024
2025-11-15,2025-04-14,,SEC015,Beacon Property Trust,Core,Core,Residential,BNY Mellon,Short,SECID0015,REIT Equity,Harbor Plaza,39179.05,40051.63,432.66,520.05,1.0455,1.0455,20828850.18,21776562.86,1014.62,-30314.88,15475.05,143670.21,2025
2024-11-11,2024-09-30,,SEC016,Cedar Income Partners,Core Plus,Core,Commercial,BNY Mellon,Short,SECID0016,Mortgage Bond,Maple Grove Apartments,34218.52,36049.41,292.56,314.8,1.0956,1.0956,11348354.27,12433256.94,-3063.94,-7754.03,2858.65,26756.54,2024
2025-10-02,2025-08-22,,SEC017,Delta Urban Holdings,Value Add,Opportunistic,Industrial,BNY Mellon,Long,SECID0017,Real Estate Debt,Granite Business Center,8689.44,9295.69,427.42,511.95,0.915,0.915,4758928.5,4354419.58,3292.72,40204.09,-1769.47,-63863.78,2025
2024-04-03,2022-11-20,,SEC018,Alpha Real Estate Fund,Core Plus,Core,Mixed Use,State Street,Long,SECID0018,REIT Equity,Riverside Logistics Park,29078.71,26682.74,254.24,248.25,1.0961,1.0961,6623990.21,7260555.67,-6896.6,-14618.6,-331.27,143564.63,2024
2025-09-07,2023-10-08,,SEC019,Evergreen REIT Fund,Core,Value Add,Mixed Use,State Street,Long,SECID0019,Real Estate Debt,Skyline Tower,47567.4,46267.31,36.59,34.36,0.9909,0.9909,1589744.77,1575278.09,-2588.06,4475.76,-164.23,95071.46,2025
2024-06-27,2022-08-19,,SEC020,Beacon Property Trust,Core,Core Plus,Industrial,Northern Trust,Long,SECID0020,Real Estate Debt,Harbor Plaza,15307.19,15374.5,354.03,307.41,0.9328,0.9328,4726275.04,4408669.36,12634.66,-10617.38,-4894.39,83532.87,2024
2024-04-15,2021-11-23,,SEC021,Evergreen REIT Fund,Core Plus,Core,Mixed Use,Northern Trust,Long,SECID0021,Mortgage Bond,Skyline Tower,36122.61,33288.91,213.09,260.11,1.0675,1.0675,8658778.38,9243245.92,3409.46,36934.15,5839.28,-28743.37,2024
2025-12-02,2024-04-15,,SEC022,Evergreen REIT Fund,Opportunistic,Opportunistic,Residential,BNY Mellon,Short,SECID0022,Mortgage Bond,Granite Business Center,42101.99,41958.27,259.08,315.68,0.9354,0.9354,13245386.67,12389734.69,2953.27,22174.07,8204.82,40581.92,2025
2025-12-25,2025-03-16,,SEC023,Evergreen REIT Fund,Value Add,Value Add,Commercial,State Street,Long,SECID0023,Property Direct,Cedar Heights Residences,48216.08,52753.13,231.89,209.48,0.9825,0.9825,11050725.67,10857337.97,5333.37,23385.91,13821.59,51896.79,2025
2025-03-23,2023-04-28,,SEC024,Evergreen REIT Fund,Core,Core,Industrial,BNY Mellon,Long,SECID0024,REIT Equity,Skyline Tower,9712.82,9795.36,322.07,365.27,1.0522,1.0522,3577951.15,3764720.2,-835.59,2934.27,12065.09,-65354.85,2025
2024-03-02,2022-03-17,2024-07-26,SEC025,Cedar Income Partners,Opportunistic,Core Plus,Industrial,BNY Mellon,Long,SECID0025,Real Estate Debt,Granite Business Center,37759.07,35198.52,150.44,142.95,1.0679,1.0679,5031628.43,5373276.0,1843.37,-7866.78,287.45,102276.15,2024
2023-09-26,2021-06-03,,SEC026,Cedar Income Partners,Core Plus,Core Plus,Industrial,State Street,Short,SECID0026,Real Estate Debt,Cedar Heights Residences,15094.29,15590.87,463.98,466.31,1.0913,1.0913,7270178.59,7933945.9,955.5,928.73,-13598.56,59700.29,2023
2025-09-24,2023-12-17,2026-01-11,SEC027,Evergreen REIT Fund,Core Plus,Core,Residential,BNY Mellon,Short,SECID0027,Property Direct,Maple Grove Apartments,15414.71,14420.23,344.5,318.59,0.9348,0.9348,4594141.08,4294603.08,3227.42,43265.09,-3077.78,17532.03,2025
2023-10-28,2023-01-10,2024-07-02,SEC028,Evergreen REIT Fund,Value Add,Core,Industrial,State Street,Short,SECID0028,Real Estate Debt,Maple Grove Apartments,35774.78,33304.93,85.31,83.52,0.9102,0.9102,2781627.75,2531837.58,1246.92,31549.07,-952.96,22321.72,2023
2025-02-26,2023-08-29,2025-12-11,SEC029,Cedar Income Partners,Value Add,Opportunistic,Mixed Use,Northern Trust,Long,SECID0029,REIT Equity,Cedar Heights Residences,27314.76,25085.58,118.39,110.74,0.9664,0.9664,2777977.13,2684637.1,3039.48,3732.18,-4464.34,15527.2,2025
2024-04-21,2022-07-03,,SEC030,Alpha Real Estate Fund,Core,Value Add,Industrial,State Street,Short,SECID0030,Mortgage Bond,Lakeside Retail Center,12947.53,11756.04,443.97,445.1,1.0592,1.0592,5232613.4,5542384.11,5368.16,-20530.31,1329.7,-56009.67,2024
2023-05-21,2022-10-06,,SEC031,Alpha Real Estate Fund,Opportunistic,Opportunistic,Mixed Use,State Street,Long,SECID0031,Mortgage Bond,Harbor Plaza,5034.93,4628.06,486.1,563.55,1.0066,1.0066,2608143.21,2625356.96,5975.23,-30463.74,-5589.22,30176.95,2023
2025-11-05,2025-09-12,,SEC032,Evergreen REIT Fund,Opportunistic,Value Add,Mixed Use,BNY Mellon,Short,SECID0032,Mortgage Bond,Granite Business Center,17254.05,15830.66,36.59,42.73,1.0116,1.0116,676444.1,684290.85,7827.62,-1315.01,-5552.0,150492.57,2025
2024-01-13,2022-01-24,2024-01-26,SEC033,Alpha Real Estate Fund,Value Add,Core Plus,Industrial,Northern Trust,Short,SECID0033,REIT Equity,Riverside Logistics Park,32429.71,33197.32,380.42,412.47,1.0402,1.0402,13692898.58,14243353.1,-7240.07,-43976.12,4400.14,-40164.34,2024
2024-07-13,2022-02-23,,SEC034,Evergreen REIT Fund,Value Add,Opportunistic,Industrial,Northern Trust,Short,SECID0034,REIT Equity,Maple Grove Apartments,24225.4,24387.55,76.83,77.32,1.0595,1.0595,1885645.37,1997841.27,-5106.16,14167.13,2438.01,-45126.29,2024
2023-01-01,2021-04-25,,SEC035,Cedar Income Partners,Opportunistic,Core,Commercial,State Street,Long,SECID0035,Real Estate Debt,Riverside Logistics Park,27320.45,29762.79,159.3,183.09,1.0807,1.0807,5449269.22,5889025.25,-6401.52,17449.15,6502.01,-7934.07,2023
2023-02-06,2021-02-19,,SEC036,Evergreen REIT Fund,Core Plus,Value Add,Residential,BNY Mellon,Long,SECID0036,Real Estate Debt,Lakeside Retail Center,42760.31,45765.4,466.86,582.51,0.9923,0.9923,26658803.15,26453530.37,9233.18,-21401.7,-15255.25,-55352.65,2023
2024-06-05,2022-06-19,,SEC037,Evergreen REIT Fund,Value Add,Opportunistic,Industrial,BNY Mellon,Short,SECID0037,Real Estate Debt,Skyline Tower,5902.21,6043.29,451.06,440.74,0.9901,0.9901,2663519.63,2637150.79,-227.93,4866.79,-2412.36,28164.43,2024
2024-04-26,2023-08-14,,SEC038,Delta Urban Holdings,Core,Core,Industrial,BNY Mellon,Short,SECID0038,REIT Equity,Maple Grove Apartments,32401.09,30953.93,186.15,208.83,0.9663,0.9663,6464109.2,6246268.72,-6257.7,28875.29,-821.51,89383.67,2024
2025-10-03,2023-04-26,,SEC039,Alpha Real Estate Fund,Core Plus,Core Plus,Mixed Use,Northern Trust,Long,SECID0039,REIT Equity,Riverside Logistics Park,41495.74,44743.17,106.25,121.49,1.0253,1.0253,5435847.72,5573374.67,1713.63,9135.06,5697.67,35816.68,2025
2025-09-16,2023-10-18,,SEC040,Delta Urban Holdings,Core Plus,Core,Industrial,Northern Trust,Long,SECID0040,Real Estate Debt,Maple Grove Apartments,18925.11,17877.82,388.35,444.0,0.9582,0.9582,7937752.08,7605954.04,3213.61,26583.05,1965.21,56720.3,2025
2025-03-15,2024-09-03,2026-01-08,SEC041,Beacon Property Trust,Core,Opportunistic,Residential,BNY Mellon,Short,SECID0041,Real Estate Debt,Skyline Tower,33311.25,36427.42,370.6,386.68,0.9718,0.9718,14085754.77,13688536.49,-448.68,28802.34,-6763.92,144075.23,2025
2025-04-17,2022-12-29,,SEC042,Evergreen REIT Fund,Value Add,Value Add,Commercial,BNY Mellon,Short,SECID0042,Property Direct,Harbor Plaza,24014.04,23796.2,32.75,40.68,0.9648,0.9648,968029.42,933954.78,-200.79,-28615.5,1281.04,-54484.13,2025
2025-05-13,2024-08-28,,SEC043,Evergreen REIT Fund,Opportunistic,Core,Commercial,State Street,Long,SECID0043,Property Direct,Union Square Offices,18292.0,19637.26,248.56,259.21,1.0208,1.0208,5090174.16,5196049.78,4203.22,-13052.48,-4461.83,-151163.26,2025
2023-03-06,2022-01-30,,SEC044,Delta Urban Holdings,Core,Opportunistic,Commercial,Northern Trust,Short,SECID0044,REIT Equity,Union Square Offices,41030.8,42352.89,213.16,209.34,0.9227,0.9227,8866153.99,8180800.29,-2261.53,-48477.59,-15839.03,60833.17,2023
2023-03-19,2021-06-21,2023-12-16,SEC045,Delta Urban Holdings,Core Plus,Value Add,Residential,State Street,Short,SECID0045,Mortgage Bond,Lakeside Retail Center,2920.35,2962.56,37.4,35.65,0.936,0.936,105615.26,98855.88,3929.0,8509.15,-9669.76,-3816.91,2023
2023-04-27,2022-02-01,,SEC046,Cedar Income Partners,Core,Core Plus,Commercial,BNY Mellon,Short,SECID0046,Real Estate Debt,Harbor Plaza,39936.19,42495.73,99.12,110.41,0.9529,0.9529,4691953.55,4470962.54,-18.01,-23167.29,15033.98,70188.98,2023
2023-04-17,2021-10-18,,SEC047,Evergreen REIT Fund,Core Plus,Core Plus,Mixed Use,Northern Trust,Long,SECID0047,REIT Equity,Granite Business Center,41499.2,42374.92,96.94,117.36,1.02,1.02,4973120.61,5072583.02,-1104.82,537.72,2083.83,-163338.79,2023
2025-07-12,2025-04-29,,SEC048,Evergreen REIT Fund,Core Plus,Core,Commercial,BNY Mellon,Short,SECID0048,Real Estate Debt,Harbor Plaza,22018.86,23949.57,246.24,285.02,0.9701,0.9701,6826106.44,6622005.86,-1235.89,-13639.68,-10016.2,-22488.02,2025
2024-10-18,2023-07-28,,SEC049,Delta Urban Holdings,Opportunistic,Value Add,Mixed Use,BNY Mellon,Long,SECID0049,Real Estate Debt,Granite Business Center,1268.0,1329.79,13.49,14.29,1.004,1.004,19002.7,19078.71,8988.43,12816.86,-5711.79,45806.62,2024
2025-10-09,2024-12-16,,SEC000,Delta Urban Holdings,Core,Opportunistic,Industrial,Northern Trust,Short,SECID0000,Property Direct,Riverside Logistics Park,21754.52,21169.95,145.02,162.75,1.051,1.051,3445409.36,3621125.24,6996.78,18492.67,596.3,-51754.94,2025
2025-06-25,2023-06-04,,SEC001,Beacon Property Trust,Core Plus,Opportunistic,Mixed Use,BNY Mellon,Long,SECID0001,Real Estate Debt,Granite Business Center,7765.36,8330.42,68.35,64.38,1.0566,1.0566,536312.44,566667.72,3491.12,7869.71,8951.93,50813.74,2025
2025-01-26,2024-09-25,,SEC002,Evergreen REIT Fund,Core Plus,Core,Mixed Use,Northern Trust,Short,SECID0002,REIT Equity,Maple Grove Apartments,24111.76,24595.18,53.19,50.81,0.9742,0.9742,1249681.1,1217439.33,5247.76,-10704.7,13173.94,15807.97,2025
2025-08-15,2025-07-06,,SEC003,Evergreen REIT Fund,Opportunistic,Opportunistic,Residential,BNY Mellon,Long,SECID0003,REIT Equity,Maple Grove Apartments,33187.33,35204.52,150.14,129.64,1.0199,1.0199,4563913.97,4654735.86,10376.3,-13783.76,17359.64,15832.86,2025
2023-05-25,2022-03-12,,SEC004,Alpha Real Estate Fund,Value Add,Value Add,Industrial,BNY Mellon,Long,SECID0004,Real Estate Debt,Lakeside Retail Center,20362.01,20712.56,263.69,301.86,0.9137,0.9137,6252293.36,5712720.44,-3257.09,-9677.72,-3203.47,33933.28,2023
2024-10-01,2023-12-09,2025-06-27,SEC005,Cedar Income Partners,Value Add,Core,Mixed Use,Northern Trust,Short,SECID0005,Real Estate Debt,Cedar Heights Residences,6216.78,5685.1,154.18,189.46,1.0606,1.0606,1077099.05,1142371.25,2614.18,-11474.0,-243.55,171381.63,2024
2024-11-15,2023-02-24,,SEC006,Beacon Property Trust,Value Add,Core,Industrial,Northern Trust,Long,SECID0006,Property Direct,Union Square Offices,24616.54,23424.21,197.51,230.19,0.9441,0.9441,5392018.9,5090605.04,8637.72,8726.47,380.03,9602.51,2024
2024-02-13,2022-02-24,,SEC007,Evergreen REIT Fund,Value Add,Opportunistic,Commercial,BNY Mellon,Long,SECID0007,Real Estate Debt,Union Square Offices,17757.65,17951.39,97.46,95.08,0.9437,0.9437,1706818.16,1610724.3,3067.59,-20455.85,-2573.77,-133486.73,2024
2024-04-08,2023-08-15,,SEC008,Delta Urban Holdings,Core Plus,Core Plus,Mixed Use,BNY Mellon,Short,SECID0008,Mortgage Bond,Riverside Logistics Park,41980.4,40771.59,391.68,351.71,0.9157,0.9157,14339775.92,13130932.81,1996.12,12943.92,-4831.86,125918.94,2024
2024-03-25,2022-09-19,,SEC009,Evergreen REIT Fund,Core Plus,Value Add,Mixed Use,Northern Trust,Long,SECID0009,Mortgage Bond,Harbor Plaza,11882.55,12064.75,36.53,42.73,0.9957,0.9957,515526.77,513310.0,-6128.83,-29287.5,2244.52,83767.86,2024
2025-09-15,2024-09-27,,SEC010,Cedar Income Partners,Opportunistic,Value Add,Commercial,BNY Mellon,Short,SECID0010,Property Direct,Cedar Heights Residences,1579.18,1487.83,294.69,288.85,1.0226,1.0226,429759.7,439472.27,8419.64,-9177.69,10786.81,-3080.68,2025
2023-08-14,2022-12-12,,SEC011,Evergreen REIT Fund,Opportunistic,Core Plus,Industrial,State Street,Short,SECID0011,Mortgage Bond,Union Square Offices,37857.59,36836.03,206.29,212.54,1.0143,1.0143,7829129.82,7941086.38,-863.14,17673.2,6523.23,-126111.37,2023
2023-12-05,2022-07-09,,SEC012,Cedar Income Partners,Core,Value Add,Industrial,Northern Trust,Long,SECID0012,Mortgage Bond,Harbor Plaza,9653.76,9652.98,497.83,592.3,1.0034,1.0034,5717460.05,5736899.41,7382.7,27601.83,-6255.63,31664.28,2023
2025-03-02,2024-06-25,,SEC013,Evergreen REIT Fund,Value Add,Value Add,Residential,BNY Mellon,Long,SECID0013,Property Direct,Union Square Offices,24350.43,24982.87,230.43,226.71,0.9722,0.9722,5663866.46,5506410.97,2470.15,5213.48,-5503.05,-53729.87,2025
2025-10-21,2023-11-27,,SEC014,Delta Urban Holdings,Core Plus,Core,Industrial,BNY Mellon,Long,SECID0014,Real Estate Debt,Cedar Heights Residences,48989.28,46878.91,169.29,178.46,1.0549,1.0549,8366010.28,8825304.24,-127.77,23454.58,5436.0,-29649.15,2025
2024-11-20,2023-03-16,,SEC015,Cedar Income Partners,Core,Value Add,Mixed Use,BNY Mellon,Short,SECID0015,Mortgage Bond,Maple Grove Apartments,45446.58,41621.0,178.38,173.99,1.0306,1.0306,7241637.79,7463231.91,3858.49,-56970.85,11487.66,-139177.1,2024
2023-01-05,2020-11-21,,SEC016,Alpha Real Estate Fund,Core Plus,Core,Residential,State Street,Short,SECID0016,REIT Equity,Harbor Plaza,13330.7,13980.91,377.37,352.55,0.9794,0.9794,4928969.82,4827433.04,-1812.2,-22393.4,-12946.81,92866.14,2023
2024-10-05,2024-06-11,,SEC017,Beacon Property Trust,Opportunistic,Core Plus,Residential,Northern Trust,Short,SECID0017,Property Direct,Lakeside Retail Center,44388.09,42695.76,131.22,126.45,1.0253,1.0253,5398878.85,5535470.48,-2338.51,6930.08,-469.21,38163.27,2024
2024-09-09,2023-01-27,,SEC018,Evergreen REIT Fund,Core,Value Add,Industrial,BNY Mellon,Long,SECID0018,REIT Equity,Lakeside Retail Center,48507.57,50424.81,96.75,105.36,1.0262,1.0262,5312757.98,5451952.24,384.11,-25659.84,9962.67,-39500.53,2024
2024-06-14,2023-08-23,2024-06-29,SEC019,Alpha Real Estate Fund,Core,Core,Industrial,State Street,Short,SECID0019,Property Direct,Union Square Offices,1004.52,1067.88,425.49,420.19,0.9938,0.9938,448712.5,445930.48,-7782.91,-8562.3,15007.6,68017.74,2024
2023-09-12,2023-02-01,,SEC020,Delta Urban Holdings,Opportunistic,Value Add,Residential,BNY Mellon,Long,SECID0020,Property Direct,Riverside Logistics Park,28467.16,27867.94,90.0,103.04,0.9779,0.9779,2871512.54,2808052.11,-1743.26,-6985.15,-3216.35,166139.84,2023
2025-12-18,2023-08-13,,SEC021,Delta Urban Holdings,Value Add,Core,Commercial,BNY Mellon,Long,SECID0021,Real Estate Debt,Skyline Tower,10212.03,9330.66,76.95,68.8,0.9911,0.9911,641949.41,636236.06,1909.68,8600.83,10302.83,19103.13,2025
2025-01-06,2024-08-25,,SEC022,Beacon Property Trust,Value Add,Core,Industrial,BNY Mellon,Short,SECID0022,Mortgage Bond,Skyline Tower,7126.92,7039.14,14.02,12.42,0.9029,0.9029,87426.12,78937.04,-1295.21,-3927.0,-716.01,-2977.78,2025
2024-02-27,2021-12-21,,SEC023,Cedar Income Partners,Core,Core Plus,Residential,Northern Trust,Long,SECID0023,Mortgage Bond,Lakeside Retail Center,3745.88,3952.39,44.98,46.69,0.9384,0.9384,184537.09,173169.61,3638.15,1038.92,7326.4,-6457.33,2024
2023-12-02,2023-04-13,,SEC024,Cedar Income Partners,Value Add,Opportunistic,Residential,Northern Trust,Long,SECID0024,Property Direct,Lakeside Retail Center,38778.8,38942.75,491.24,510.46,1.0363,1.0363,19878716.16,20600313.56,393.18,-39964.01,9163.28,27719.08,2023
2025-05-07,2024-04-03,,SEC025,Beacon Property Trust,Value Add,Core Plus,Mixed Use,State Street,Long,SECID0025,REIT Equity,Lakeside Retail Center,43319.23,40874.19,65.33,72.07,0.9649,0.9649,2945802.87,2842405.19,4990.05,-57925.11,20883.75,-11167.17,2025
2025-10-05,2024-08-21,,SEC026,Alpha Real Estate Fund,Core Plus,Value Add,Commercial,Northern Trust,Long,SECID0026,Real Estate Debt,Lakeside Retail Center,13187.39,13187.18,346.11,341.05,1.0939,1.0939,4497487.74,4919801.84,5540.91,-20798.12,6127.74,-84273.25,2025
2023-06-18,2021-03-03,,SEC027,Beacon Property Trust,Value Add,Core Plus,Mixed Use,Northern Trust,Short,SECID0027,Property Direct,Lakeside Retail Center,18018.57,19430.49,369.26,317.02,0.9756,0.9756,6159853.94,6009553.5,-3118.84,38280.63,-1906.82,17394.63,2023
2023-10-06,2022-02-27,,SEC028,Alpha Real Estate Fund,Opportunistic,Core,Industrial,BNY Mellon,Short,SECID0028,Mortgage Bond,Skyline Tower,36887.72,35230.17,417.36,507.42,1.0109,1.0109,17876492.86,18071346.63,4350.34,9913.64,1504.19,29196.88,2023
2025-09-13,2023-07-25,2025-10-02,SEC029,Evergreen REIT Fund,Core,Opportunistic,Mixed Use,Northern Trust,Long,SECID0029,Property Direct,Cedar Heights Residences,31367.0,30514.29,313.9,307.08,0.9127,0.9127,9370328.17,8552298.52,12017.08,-1152.38,2010.99,84052.35,2025
2024-11-11,2024-06-21,2024-12-25,SEC030,Beacon Property Trust,Core Plus,Core Plus,Mixed Use,Northern Trust,Short,SECID0030,Property Direct,Skyline Tower,3145.09,3420.47,97.53,84.12,0.9214,0.9214,287729.94,265114.37,5527.63,23740.61,6387.3,-91440.39,2024
2024-04-20,2022-03-17,2024-08-14,SEC031,Cedar Income Partners,Core,Value Add,Residential,Northern Trust,Short,SECID0031,REIT Equity,Harbor Plaza,33131.72,35970.47,417.72,433.27,1.0278,1.0278,15584925.54,16018186.47,8167.16,-22926.91,3026.35,-60342.07,2024
2024-02-07,2022-07-26,2024-06-14,SEC032,Beacon Property Trust,Core,Core Plus,Industrial,Northern Trust,Short,SECID0032,Mortgage Bond,Harbor Plaza,27051.39,25371.28,267.83,254.31,1.0251,1.0251,6452170.22,6614119.69,-320.69,6575.25,3213.57,33753.66,2024
2023-03-18,2022-01-01,,SEC033,Evergreen REIT Fund,Value Add,Value Add,Mixed Use,Northern Trust,Short,SECID0033,Property Direct,Union Square Offices,33219.06,33444.29,303.96,371.87,1.0805,1.0805,12436928.12,13438100.83,8068.56,9070.69,-2441.57,77126.97,2023
